timestamp,hospital,avg_wait_time,patients_waiting,doctors_available,bed_occupancy,inventory_days
2026-01-01 01:30,Metro Care Center,82.92,98,3,85.91,6.87
2026-01-01 01:30,GreenLife Hospital,90.24,101,3,86.72,7.23
2026-01-01 01:30,Sunrise Medical,90.46,103,3,88.89,6.44
2026-01-01 01:30,Apollo Urban,88.39,106,3,86.09,6.44
2026-01-01 01:30,St. Mary’s Hospital,88.54,99,3,88.63,7.34
2026-01-01 01:30,Hope Multispeciality,88.69,116,3,87.44,6.84
2026-01-01 01:30,Unity Health Center,88.69,109,3,87.51,6.99
2026-01-01 01:35,City General Hospital,86.69,100,3,88.29,6.65
2026-01-01 01:35,Metro Care Center,83.69,107,3,86.98,6.58
2026-01-01 01:35,GreenLife Hospital,85.76,115,3,88.76,6.42
2026-01-01 01:35,Sunrise Medical,87.56,115,3,88.41,6.37
2026-01-01 01:35,Apollo Urban,93.11,100,3,89.44,6.72
2026-01-01 01:35,St. Mary’s Hospital,84.92,100,3,89.77,7.15
2026-01-01 01:35,Hope Multispeciality,91.58,103,3,88.68,6.64
2026-01-01 01:35,Unity Health Center,84.3,115,3,87.82,7.27
2026-01-01 01:40,City General Hospital,94.08,101,3,87.56,6.58
2026-01-01 01:40,Metro Care Center,92.45,106,3,88.39,6.78
2026-01-01 01:40,GreenLife Hospital,87.74,102,3,87.07,6.9
2026-01-01 01:40,Sunrise Medical,88.23,111,3,87.3,6.91
2026-01-01 01:40,Apollo Urban,85.93,117,3,89.87,6.37
2026-01-01 01:40,St. Mary’s Hospital,87.74,108,3,87.18,6.88
2026-01-01 01:40,Hope Multispeciality,88.5,109,3,87.31,6.93
2026-01-01 01:40,Unity Health Center,88.24,106,3,89.42,6.52
2026-01-01 01:45,City General Hospital,90.47,109,3,87.34,7.25
2026-01-01 01:45,Metro Care Center,88.59,112,3,88.62,7.25
2026-01-01 01:45,GreenLife Hospital,86.35,109,3,88.58,7.05
2026-01-01 01:45,Sunrise Medical,92.96,110,3,90.44,6.49
2026-01-01 01:45,Apollo Urban,86.97,120,3,88.21,6.96
2026-01-01 01:45,St. Mary’s Hospital,94.9,119,3,88.94,6.65
2026-01-01 01:45,Hope Multispeciality,86.11,102,3,87.78,7.09
2026-01-01 01:45,Unity Health Center,90.74,107,3,89.28,7.03
2026-01-01 01:50,City General Hospital,89.74,120,3,90.21,6.27
2026-01-01 01:50,Metro Care Center,95.93,116,3,89.89,6.47
2026-01-01 01:50,GreenLife Hospital,88.79,117,3,88.28,6.44
2026-01-01 01:50,Sunrise Medical,86.49,123,3,89.1,6.28
2026-01-01 01:50,Apollo Urban,93.87,120,3,89.73,6.58
2026-01-01 01:50,St. Mary’s Hospital,92.33,114,3,89.73,6.85
2026-01-01 01:50,Hope Multispeciality,86.34,106,3,90.83,6.87
2026-01-01 01:50,Unity Health Center,90.28,115,3,87.66,6.36
2026-01-01 01:55,City General Hospital,93.93,120,3,90.62,7.09
2026-01-01 01:55,Metro Care Center,96.92,107,3,88.59,6.83
2026-01-01 01:55,GreenLife Hospital,88.78,122,3,88.23,6.9
2026-01-01 01:55,Sunrise Medical,87.14,116,3,89.2,7.13
2026-01-01 01:55,Apollo Urban,96.51,118,3,89.93,6.41
2026-01-01 01:55,St. Mary’s Hospital,89.69,124,3,87.51,6.74
2026-01-01 01:55,Hope Multispeciality,93.19,112,3,89.58,7.06
2026-01-01 01:55,Unity Health Center,93.45,108,3,87.25,6.9
2026-01-01 02:00,City General Hospital,89.63,109,3,90.07,6.36
2026-01-01 02:00,Metro Care Center,97.34,111,3,88.04,6.99
2026-01-01 02:00,GreenLife Hospital,90.62,112,3,90.03,6.94
2026-01-01 02:00,Sunrise Medical,88.57,111,3,89.36,6.69
2026-01-01 02:00,Apollo Urban,94.47,106,3,90.43,6.46
2026-01-01 02:00,St. Mary’s Hospital,90.65,120,3,88.64,6.23
2026-01-01 02:00,Hope Multispeciality,88.54,112,3,87.78,7.0
2026-01-01 02:00,Unity Health Center,97.59,125,3,89.49,7.18
2026-01-01 02:05,City General Hospital,93.39,112,3,88.89,6.33
2026-01-01 02:05,Metro Care Center,92.08,124,3,87.98,6.61
2026-01-01 02:05,GreenLife Hospital,90.91,122,3,91.27,6.87
2026-01-01 02:05,Sunrise Medical,93.49,120,3,90.75,6.63
2026-01-01 02:05,Apollo Urban,90.0,107,3,90.82,6.93
2026-01-01 02:05,St. Mary’s Hospital,92.18,112,3,90.67,7.04
2026-01-01 02:05,Hope Multispeciality,89.18,117,3,91.45,6.17
2026-01-01 02:05,Unity Health Center,97.83,108,3,88.0,7.16
2026-01-01 02:10,City General Hospital,97.73,122,3,91.12,6.21
2026-01-01 02:10,Metro Care Center,95.58,119,3,91.62,6.13
2026-01-01 02:10,GreenLife Hospital,97.44,124,3,89.52,6.85
2026-01-01 02:10,Sunrise Medical,93.22,110,3,88.9,7.11
2026-01-01 02:10,Apollo Urban,97.52,111,3,90.66,6.37
2026-01-01 02:10,St. Mary’s Hospital,99.71,123,3,88.65,7.02
2026-01-01 02:10,Hope Multispeciality,95.37,112,3,88.12,6.28
2026-01-01 02:10,Unity Health Center,92.4,115,3,90.0,6.88
2026-01-01 02:15,City General Hospital,90.86,126,3,90.58,6.73
2026-01-01 02:15,Metro Care Center,98.8,126,3,88.87,6.55
2026-01-01 02:15,GreenLife Hospital,91.67,121,3,89.7,6.48
2026-01-01 02:15,Sunrise Medical,97.45,120,3,91.17,6.66
2026-01-01 02:15,Apollo Urban,94.46,114,3,90.1,6.48
2026-01-01 02:15,St. Mary’s Hospital,95.07,117,3,92.14,6.37
2026-01-01 02:15,Hope Multispeciality,95.4,125,3,90.12,6.43
2026-01-01 02:15,Unity Health Center,96.15,114,3,90.61,6.53
2026-01-01 02:20,City General Hospital,101.31,126,3,89.27,6.78
2026-01-01 02:20,Metro Care Center,93.89,119,3,90.52,6.28
2026-01-01 02:20,GreenLife Hospital,98.33,119,3,92.16,6.53
2026-01-01 02:20,Sunrise Medical,94.65,114,3,92.58,6.5
2026-01-01 02:20,Apollo Urban,95.26,119,3,89.75,6.98
2026-01-01 02:20,St. Mary’s Hospital,99.84,111,3,88.71,6.69
2026-01-01 02:20,Hope Multispeciality,92.57,115,3,92.12,6.85
2026-01-01 02:20,Unity Health Center,99.15,124,3,92.04,6.99
2026-01-01 02:25,City General Hospital,97.68,112,3,92.84,6.97
2026-01-01 02:25,Metro Care Center,94.63,127,3,89.49,6.29
2026-01-01 02:25,GreenLife Hospital,93.66,120,3,89.69,6.13
2026-01-01 02:25,Sunrise Medical,98.47,115,3,91.31,6.19
2026-01-01 02:25,Apollo Urban,99.09,118,3,90.45,6.22
2026-01-01 02:25,St. Mary’s Hospital,98.76,123,3,92.01,6.72
2026-01-01 02:25,Hope Multispeciality,101.44,124,3,90.4,6.53
2026-01-01 02:25,Unity Health Center,93.24,112,3,91.01,6.66
2026-01-01 02:30,City General Hospital,98.54,127,3,92.93,6.85
2026-01-01 02:30,Metro Care Center,97.6,115,3,89.45,6.62
2026-01-01 02:30,GreenLife Hospital,97.79,124,3,89.89,6.67
2026-01-01 02:30,Sunrise Medical,98.72,131,3,93.04,6.43
2026-01-01 02:30,Apollo Urban,98.4,114,3,92.01,6.24
2026-01-01 02:30,St. Mary’s Hospital,97.63,121,3,92.53,6.4
2026-01-01 02:30,Hope Multispeciality,102.53,122,3,91.41,6.09
2026-01-01 02:30,Unity Health Center,98.98,128,3,91.28,6.56
2026-01-01 02:35,City General Hospital,101.52,123,3,92.25,6.43
2026-01-01 02:35,Metro Care Center,103.76,119,3,92.15,6.02
2026-01-01 02:35,GreenLife Hospital,100.89,125,3,89.41,6.74
2026-01-01 02:35,Sunrise Medical,98.12,122,3,92.86,6.24
2026-01-01 02:35,Apollo Urban,97.5,121,3,93.27,6.41
2026-01-01 02:35,St. Mary’s Hospital,102.44,133,3,92.83,6.18
2026-01-01 02:35,Hope Multispeciality,95.48,116,3,89.82,6.46
2026-01-01 02:35,Unity Health Center,97.38,127,3,92.07,6.06
2026-01-01 02:40,City General Hospital,97.76,130,3,91.63,6.76
2026-01-01 02:40,Metro Care Center,101.78,127,3,93.23,5.96
2026-01-01 02:40,GreenLife Hospital,97.62,132,3,92.77,6.29
2026-01-01 02:40,Sunrise Medical,102.32,117,3,89.77,6.64
2026-01-01 02:40,Apollo Urban,95.28,116,3,92.05,6.37
2026-01-01 02:40,St. Mary’s Hospital,99.01,130,3,91.26,6.72
2026-01-01 02:40,Hope Multispeciality,95.65,133,3,91.64,6.86
2026-01-01 02:40,Unity Health Center,103.77,118,3,92.68,6.29
2026-01-01 02:45,City General Hospital,102.58,127,3,91.67,5.95
2026-01-01 02:45,Metro Care Center,102.81,122,3,93.43,6.73
2026-01-01 02:45,GreenLife Hospital,96.14,116,3,93.54,6.11
2026-01-01 02:45,Sunrise Medical,98.89,132,3,90.08,6.05
2026-01-01 02:45,Apollo Urban,99.48,121,3,90.22,6.65
2026-01-01 02:45,St. Mary’s Hospital,102.77,128,3,91.85,6.83
2026-01-01 02:45,Hope Multispeciality,105.76,125,3,90.72,6.7
2026-01-01 02:45,Unity Health Center,101.3,128,3,93.74,6.65
2026-01-01 02:50,City General Hospital,99.24,135,3,93.54,6.21
2026-01-01 02:50,Metro Care Center,101.88,133,3,93.98,6.26
2026-01-01 02:50,GreenLife Hospital,103.58,134,3,93.77,6.45
2026-01-01 02:50,Sunrise Medical,100.77,123,3,91.86,6.63
2026-01-01 02:50,Apollo Urban,103.68,121,3,92.86,6.2
2026-01-01 02:50,St. Mary’s Hospital,96.85,132,3,90.83,6.5
2026-01-01 02:50,Hope Multispeciality,104.45,117,3,91.9,6.63
2026-01-01 02:50,Unity Health Center,99.05,125,3,93.79,6.66
2026-01-01 02:55,City General Hospital,100.48,122,3,91.47,6.73
2026-01-01 02:55,Metro Care Center,101.64,129,3,94.04,5.98
2026-01-01 02:55,GreenLife Hospital,106.98,121,3,93.92,6.69
2026-01-01 02:55,Sunrise Medical,103.8,126,3,91.8,6.5
2026-01-01 02:55,Apollo Urban,98.2,137,3,90.61,6.1
2026-01-01 02:55,St. Mary’s Hospital,104.82,130,3,91.98,6.02
2026-01-01 02:55,Hope Multispeciality,103.6,118,3,93.29,5.91
2026-01-01 02:55,Unity Health Center,104.04,120,3,91.59,6.09
2026-01-01 03:00,City General Hospital,105.55,125,3,93.24,5.74
2026-01-01 03:00,Metro Care Center,98.65,119,3,92.06,6.06
2026-01-01 03:00,GreenLife Hospital,101.33,124,3,91.87,6.41
2026-01-01 03:00,Sunrise Medical,104.33,124,3,93.41,6.71
2026-01-01 03:00,Apollo Urban,105.47,127,3,91.43,6.03
2026-01-01 03:00,St. Mary’s Hospital,101.43,129,3,91.43,6.71
2026-01-01 03:00,Hope Multispeciality,106.34,135,3,90.92,6.32
2026-01-01 03:00,Unity Health Center,107.21,130,3,92.16,6.49
2026-01-01 03:05,City General Hospital,102.66,123,3,94.52,5.77
2026-01-01 03:05,Metro Care Center,100.52,127,3,93.68,5.79
2026-01-01 03:05,GreenLife Hospital,101.78,134,3,93.72,5.83
2026-01-01 03:05,Sunrise Medical,105.02,138,3,90.87,6.46
2026-01-01 03:05,Apollo Urban,99.6,130,3,92.23,5.68
2026-01-01 03:05,St. Mary’s Hospital,107.42,139,3,93.69,6.17
2026-01-01 03:05,Hope Multispeciality,102.4,134,3,91.71,6.32
2026-01-01 03:05,Unity Health Center,100.25,137,3,93.27,6.0
2026-01-01 03:10,City General Hospital,102.14,137,3,92.48,6.07
2026-01-01 03:10,Metro Care Center,109.16,129,3,92.38,5.68
2026-01-01 03:10,GreenLife Hospital,104.04,135,3,93.85,5.81
2026-01-01 03:10,Sunrise Medical,108.12,121,3,92.08,6.42
2026-01-01 03:10,Apollo Urban,107.88,137,3,94.26,5.63
2026-01-01 03:10,St. Mary’s Hospital,102.99,128,3,94.61,6.11
2026-01-01 03:10,Hope Multispeciality,108.91,136,3,94.01,5.99
2026-01-01 03:10,Unity Health Center,104.18,124,3,93.87,5.91
2026-01-01 03:15,City General Hospital,103.3,140,3,94.74,5.75
2026-01-01 03:15,Metro Care Center,108.81,125,3,93.78,5.7
2026-01-01 03:15,GreenLife Hospital,104.38,124,3,94.95,6.55
2026-01-01 03:15,Sunrise Medical,102.52,129,3,94.86,6.54
2026-01-01 03:15,Apollo Urban,105.59,135,3,92.31,6.31
2026-01-01 03:15,St. Mary’s Hospital,108.62,133,3,94.78,6.29
2026-01-01 03:15,Hope Multispeciality,104.66,127,3,95.07,6.5
2026-01-01 03:15,Unity Health Center,106.03,140,3,93.49,5.74
2026-01-01 03:20,City General Hospital,101.62,123,3,92.77,5.95
2026-01-01 03:20,Metro Care Center,108.47,132,3,92.85,5.93
2026-01-01 03:20,GreenLife Hospital,106.36,138,3,92.07,5.64
2026-01-01 03:20,Sunrise Medical,104.8,131,3,92.55,6.37
2026-01-01 03:20,Apollo Urban,104.94,136,3,95.23,5.8
2026-01-01 03:20,St. Mary’s Hospital,102.29,140,3,95.31,5.74
2026-01-01 03:20,Hope Multispeciality,103.25,140,3,92.68,6.0
2026-01-01 03:20,Unity Health Center,103.62,130,3,93.97,6.01
2026-01-01 03:25,City General Hospital,110.64,125,3,94.31,6.4
2026-01-01 03:25,Metro Care Center,105.67,136,3,93.2,6.36
2026-01-01 03:25,GreenLife Hospital,104.64,140,3,94.95,5.62
2026-01-01 03:25,Sunrise Medical,111.36,126,3,95.25,5.59
2026-01-01 03:25,Apollo Urban,102.82,140,3,95.69,6.26
2026-01-01 03:25,St. Mary’s Hospital,108.48,130,3,92.15,5.66
2026-01-01 03:25,Hope Multispeciality,103.62,139,3,94.24,6.2
2026-01-01 03:25,Unity Health Center,108.01,134,3,94.89,5.78
2026-01-01 03:30,City General Hospital,105.59,139,3,93.59,5.99
2026-01-01 03:30,Metro Care Center,103.65,125,3,93.83,6.04
2026-01-01 03:30,GreenLife Hospital,109.39,141,3,92.32,6.19
2026-01-01 03:30,Sunrise Medical,109.66,129,3,93.32,5.92
2026-01-01 03:30,Apollo Urban,107.43,133,3,94.0,6.17
2026-01-01 03:30,St. Mary’s Hospital,104.39,127,3,94.79,6.05
2026-01-01 03:30,Hope Multispeciality,104.91,138,3,91.99,5.84
2026-01-01 03:30,Unity Health Center,106.47,131,3,94.11,5.94
2026-01-01 03:35,City General Hospital,109.42,134,3,93.56,5.76
2026-01-01 03:35,Metro Care Center,103.68,128,3,95.8,5.68
2026-01-01 03:35,GreenLife Hospital,106.08,140,3,94.33,6.28
2026-01-01 03:35,Sunrise Medical,105.91,132,3,92.1,5.63
2026-01-01 03:35,Apollo Urban,108.06,136,3,95.66,6.22
2026-01-01 03:35,St. Mary’s Hospital,111.87,129,3,93.97,6.32
2026-01-01 03:35,Hope Multispeciality,107.94,139,3,95.76,6.17
2026-01-01 03:35,Unity Health Center,111.11,141,3,95.2,5.88
2026-01-01 03:40,City General Hospital,106.9,142,3,94.69,5.51
2026-01-01 03:40,Metro Care Center,104.15,130,3,95.62,5.49
2026-01-01 03:40,GreenLife Hospital,105.18,133,3,92.51,5.96
2026-01-01 03:40,Sunrise Medical,106.82,132,3,94.11,5.76
2026-01-01 03:40,Apollo Urban,105.39,142,3,92.88,5.67
2026-01-01 03:40,St. Mary’s Hospital,105.92,143,3,94.89,6.24
2026-01-01 03:40,Hope Multispeciality,112.91,132,3,95.91,5.84
2026-01-01 03:40,Unity Health Center,112.37,131,3,93.11,5.95
2026-01-01 03:45,City General Hospital,108.29,144,3,95.55,6.25
2026-01-01 03:45,Metro Care Center,113.34,134,3,94.69,6.09
2026-01-01 03:45,GreenLife Hospital,104.93,134,3,94.24,6.21
2026-01-01 03:45,Sunrise Medical,112.81,139,3,92.76,5.97
2026-01-01 03:45,Apollo Urban,111.3,136,3,95.45,5.39
2026-01-01 03:45,St. Mary’s Hospital,109.26,146,3,95.94,5.87
2026-01-01 03:45,Hope Multispeciality,112.88,128,3,94.2,5.74
2026-01-01 03:45,Unity Health Center,109.04,129,3,93.76,6.03
2026-01-01 03:50,City General Hospital,113.23,132,3,94.25,6.13
2026-01-01 03:50,Metro Care Center,106.18,144,3,94.14,5.34
2026-01-01 03:50,GreenLife Hospital,110.16,145,3,96.44,5.34
2026-01-01 03:50,Sunrise Medical,113.43,141,3,94.33,5.25
2026-01-01 03:50,Apollo Urban,109.79,133,3,93.83,5.37
2026-01-01 03:50,St. Mary’s Hospital,113.27,139,3,94.53,5.55
2026-01-01 03:50,Hope Multispeciality,107.25,147,3,95.36,6.14
2026-01-01 03:50,Unity Health Center,109.89,145,3,93.47,5.25
2026-01-01 03:55,City General Hospital,106.86,132,3,92.87,5.8
2026-01-01 03:55,Metro Care Center,113.29,145,3,94.02,5.31
2026-01-01 03:55,GreenLife Hospital,114.26,147,3,96.53,5.31
2026-01-01 03:55,Sunrise Medical,108.59,135,3,93.47,5.63
2026-01-01 03:55,Apollo Urban,113.69,136,3,95.49,5.42
2026-01-01 03:55,St. Mary’s Hospital,115.02,130,3,95.94,5.4
2026-01-01 03:55,Hope Multispeciality,114.77,138,3,94.76,5.88
2026-01-01 03:55,Unity Health Center,111.54,141,3,96.04,5.7
2026-01-01 04:00,City General Hospital,114.07,143,3,93.27,5.89
2026-01-01 04:00,Metro Care Center,112.07,133,3,93.38,5.34
